9,FIVE
9,ALEC
7,LAMB
7,JILT
8,SILT
10,MURA
10,WISE
16,TASE
5,RIFS
8,GNAT
8,JUNK
6,JUNK
10,PROM
8,YOKE
8,GNUS
13,BURK
12,SPEC
7,PURE
9,LACE
7,DEXY
11,BORK
9,MOPY
10,SPIV
10,FIDS
7,ZYME
10,DOPY
9,KELT
12,LATE
11,SOUR
9,BRIM
16,KORS
8,WAUR
6,TING
7,LIME
4,SAVE
13,PAMS
11,KATS
6,GALS
10,TOUR
8,BINT
12,ORLE
7,TWIN
7,LOID
13,HERO
10,WAUR
10,LORE
5,SLAM
12,TOYS
13,KRAI
9,HUES
8,SWAP
10,HOLD
9,QADI
8,DOES
8,RIOT
9,BIAS
12,ZEAL
5,NOIL
4,SHAD
4,DIRK
10,GYNO
8,SPAR
13,BANS
6,MORS
8,LAUD
8,RIND
11,ODYL
8,BYTE
8,LORY
9,PINE
17,HIST
8,SHAM
10,PHOS
8,MORN
12,DEBS
11,HAWK
9,CONS
5,POSH
7,FORM
8,SYBO
8,NABS
8,CUSP
9,JURY
12,FOBS
10,SING
7,PEND
8,COVE
9,MICA
15,NODE
10,ACRE
6,FAUN
6,MONY
7,MITE
8,LEWD
5,SOWN
10,CITE
8,SORN
6,AIDS
9,AXLE
9,ZOIC
10,EVIL
8,ELMY
10,HEWN
7,REIF
12,SITE
13,DANG
12,WYES
8,FROW
8,WREN
8,POGY
10,POST
9,LIRA
7,JUBE
10,LACK
9,DIPT
9,CREW
9,RUBY
10,OBIS
8,BAWN
11,FIST
6,RUBS
7,RYND
5,IRES
11,FOYS
8,PERV
9,RUSE
8,RYUS
10,SPOT
8,RYND
4,DOUX
10,BRAD
9,SKAT
11,CAVE
8,KIPS
8,DHAK
10,REDO
7,HUED
7,SERA
6,DASH
8,PARD
9,VIED
9,RIVE
7,MAGE
17,LAGS
7,MADE
10,ROTA
12,FEDS
7,CLUB
18,RAPS
11,WAIN
11,GODS
9,ACME
7,PLIE
11,BANG
7,GRIN
8,TOKE
7,BANS
11,MONK
7,MOTS
9,FOIL
8,FARL
8,OPEN
6,BLIN
9,FOLK
7,LUMA
8,YONI
6,LEND
8,LIMY
6,GNAW
9,AWOL
14,LAME
9,DIRE
12,TAWS
10,GIRO
9,JUMP
12,EFTS
10,FOAM
7,SKUA
12,LAWS
9,BRUT
6,NURD
10,WAIN
6,GADI
8,WICK
6,HUED
11,KANE
9,CORY
7,BUNT
6,DOUR
8,RAPS
2,MANS
6,SURA
12,DEAR
11,WARK
10,DUNG
6,STAY
7,LURK
9,FONT
8,VILE
8,CITY
14,NEAR
6,BEGS
8,MEGS
8,UGLY
7,COLD
6,TURD
10,PLOD
9,NAPS
6,ISBA
9,GATS
6,BAIT
6,SOME
11,HACK
9,ROSY
7,HALT
14,HEIR
9,GIRT
16,PASE
7,FORM
7,SPEC
9,VOID
11,ELKS
10,OPES
6,ARSE
13,ROMS
10,SYNE
4,RAMS
13,ZIPS
6,DOPE
10,WARP
8,FIVE
5,BITS
9,FORD
5,AMIE
8,PUTZ
9,HUMP
9,JOLT
9,GEUM
7,PYAS
8,CORY
15,CLAP
7,KIRN
8,TICK
14,THIS
9,RACK
10,HOST
7,BUND
11,TUBS
7,OBEY
8,CABS
12,MULE
6,PEWS
11,EBON
8,HUSK
8,RUKH
9,RAKE
8,WITS
7,CAFE
10,ALOE
10,DERM
10,ZEBU
12,LAIN
10,SPUD
11,LORE
5,UGLY
10,PISH
8,SHAM
10,UNDE
9,ERST
7,MORA
7,JOHN
6,TUMS
10,ZONA
13,ZEDA
10,STUD
13,SLAB
10,FACT
8,HOLE
10,LITU
10,HEAP
9,FUGS
12,CRAB
13,PINS
8,TICK
6,TRIG
12,WADS
11,ROSE
10,ROVE
4,SMOG
17,SPAY
6,JUTE
16,LOSE
8,CAGE
7,WARM
6,HOES
7,VINE
8,DAZE
6,PUCK
13,WORE
11,PADS
6,MODE
10,PUTS
9,SUNK
6,TEGU
8,ARES
7,CLOP
8,PACT
10,VINO
8,POND
8,RACY
10,COST
9,YAGS
7,PENT
11,CABS
7,UNDE
7,QUIZ
9,WHID
8,DOUX
6,BIOG
5,REBS
8,KNUR
8,SEAL
9,GHIS
8,DUIT
12,WIGS
11,TOLA
8,SKIT
9,WAVE
11,YETI
8,HAZE
11,FATE
10,JUTE
8,TRES
